station,valid,lon,lat,elevation,tmpf,dwpf,relh,sknt,alti
TUL,2026-01-04 20:53,-95.8881,36.1984,206.00,52.00,39.00,61.05,12.00,29.99
TUL,2026-01-04 21:53,-95.8881,36.1984,206.00,53.00,41.00,63.61,10.00,30.00
TUL,2026-01-04 22:53,-95.8881,36.1984,206.00,53.00,41.00,63.61,10.00,29.98
TUL,2026-01-04 23:53,-95.8881,36.1984,206.00,51.00,42.00,71.17,9.00,29.97
TUL,2026-01-05 00:53,-95.8881,36.1984,206.00,51.00,42.00,71.17,11.00,29.95
TUL,2026-01-05 01:53,-95.8881,36.1984,206.00,50.00,42.00,73.86,13.00,29.94
TUL,2026-01-05 02:53,-95.8881,36.1984,206.00,49.00,42.00,76.67,15.00,29.94
TUL,2026-01-05 03:53,-95.8881,36.1984,206.00,48.00,43.00,82.72,14.00,29.93
TUL,2026-01-05 04:53,-95.8881,36.1984,206.00,47.00,43.00,85.89,11.00,29.95
TUL,2026-01-05 05:53,-95.8881,36.1984,206.00,47.00,42.00,82.65,11.00,29.93
TUL,2026-01-05 06:53,-95.8881,36.1984,206.00,45.00,42.00,89.15,8.00,29.92
TUL,2026-01-05 07:53,-95.8881,36.1984,206.00,44.00,41.00,89.10,7.00,29.91
TUL,2026-01-05 08:53,-95.8881,36.1984,206.00,44.00,42.00,92.61,10.00,29.90
TUL,2026-01-05 09:53,-95.8881,36.1984,206.00,45.00,42.00,89.15,12.00,29.88
TUL,2026-01-05 10:53,-95.8881,36.1984,206.00,44.00,42.00,92.61,10.00,29.86
TUL,2026-01-05 11:53,-95.8881,36.1984,206.00,44.00,42.00,92.61,10.00,29.84
TUL,2026-01-05 12:53,-95.8881,36.1984,206.00,44.00,42.00,92.61,9.00,29.84
TUL,2026-01-05 13:53,-95.8881,36.1984,206.00,46.00,43.00,89.19,12.00,29.83
TUL,2026-01-05 14:53,-95.8881,36.1984,206.00,49.00,45.00,86.00,14.00,29.82
TUL,2026-01-05 15:53,-95.8881,36.1984,206.00,52.00,46.00,79.92,14.00,29.83
TUL,2026-01-05 16:53,-95.8881,36.1984,206.00,57.00,47.00,69.16,18.00,29.80
TUL,2026-01-05 17:53,-95.8881,36.1984,206.00,62.00,47.00,57.87,15.00,29.77
TUL,2026-01-05 18:53,-95.8881,36.1984,206.00,66.00,47.00,50.31,16.00,29.73
TUL,2026-01-05 19:53,-95.8881,36.1984,206.00,68.00,47.00,46.96,18.00,29.69
TUL,2026-01-05 20:53,-95.8881,36.1984,206.00,69.00,48.00,47.11,13.00,29.67
TUL,2026-01-05 21:53,-95.8881,36.1984,206.00,66.00,49.00,54.23,18.00,29.67
TUL,2026-01-05 22:53,-95.8881,36.1984,206.00,61.00,50.00,67.08,20.00,29.69
TUL,2026-01-05 23:53,-95.8881,36.1984,206.00,59.00,50.00,72.02,11.00,29.72
TUL,2026-01-06 00:53,-95.8881,36.1984,206.00,58.00,51.00,77.47,14.00,29.73
TUL,2026-01-06 01:53,-95.8881,36.1984,206.00,57.00,52.00,83.34,8.00,29.74
TUL,2026-01-06 02:53,-95.8881,36.1984,206.00,56.00,52.00,86.40,10.00,29.74
TUL,2026-01-06 03:53,-95.8881,36.1984,206.00,56.00,53.00,89.64,13.00,29.75
TUL,2026-01-06 04:53,-95.8881,36.1984,206.00,55.00,53.00,92.95,6.00,29.75
TUL,2026-01-06 05:53,-95.8881,36.1984,206.00,49.00,48.00,96.32,0.00,29.77
TUL,2026-01-06 06:53,-95.8881,36.1984,206.00,50.00,49.00,96.34,3.00,29.76
TUL,2026-01-06 07:53,-95.8881,36.1984,206.00,50.00,49.00,96.34,3.00,29.76
TUL,2026-01-06 08:53,-95.8881,36.1984,206.00,46.00,46.00,100.00,0.00,29.77
TUL,2026-01-06 09:53,-95.8881,36.1984,206.00,42.00,42.00,100.00,0.00,29.78
TUL,2026-01-06 10:53,-95.8881,36.1984,206.00,42.00,42.00,100.00,0.00,29.79
TUL,2026-01-06 11:53,-95.8881,36.1984,206.00,43.00,43.00,100.00,0.00,29.80
TUL,2026-01-06 12:53,-95.8881,36.1984,206.00,42.00,42.00,100.00,3.00,29.84
TUL,2026-01-06 13:53,-95.8881,36.1984,206.00,40.00,40.00,100.00,0.00,29.85
TUL,2026-01-06 14:53,-95.8881,36.1984,206.00,45.00,44.00,96.26,0.00,29.87
TUL,2026-01-06 15:53,-95.8881,36.1984,206.00,52.00,46.00,79.92,4.00,29.90
TUL,2026-01-06 16:53,-95.8881,36.1984,206.00,60.00,43.00,53.35,6.00,29.91
TUL,2026-01-06 17:53,-95.8881,36.1984,206.00,65.00,41.00,41.42,5.00,29.89
TUL,2026-01-06 18:53,-95.8881,36.1984,206.00,68.00,40.00,35.92,6.00,29.86
TUL,2026-01-06 19:53,-95.8881,36.1984,206.00,71.00,39.00,31.18,3.00,29.85
TUL,2026-01-06 20:53,-95.8881,36.1984,206.00,72.00,37.00,27.86,6.00,29.86
TUL,2026-01-06 21:53,-95.8881,36.1984,206.00,72.00,34.00,24.74,9.00,29.86
TUL,2026-01-06 22:53,-95.8881,36.1984,206.00,67.00,35.00,30.53,8.00,29.88
TUL,2026-01-06 23:53,-95.8881,36.1984,206.00,60.00,35.00,39.03,5.00,29.90
TUL,2026-01-07 00:53,-95.8881,36.1984,206.00,59.00,35.00,40.44,6.00,29.92
TUL,2026-01-07 01:53,-95.8881,36.1984,206.00,59.00,34.00,38.86,5.00,29.92
TUL,2026-01-07 02:53,-95.8881,36.1984,206.00,52.00,33.00,48.14,0.00,29.93
TUL,2026-01-07 03:53,-95.8881,36.1984,206.00,52.00,33.00,48.14,0.00,29.94
TUL,2026-01-07 04:53,-95.8881,36.1984,206.00,46.00,34.00,62.69,3.00,29.94
TUL,2026-01-07 05:53,-95.8881,36.1984,206.00,46.00,34.00,62.69,0.00,29.94
TUL,2026-01-07 06:53,-95.8881,36.1984,206.00,43.00,34.00,70.29,0.00,29.94
TUL,2026-01-07 07:53,-95.8881,36.1984,206.00,40.00,33.00,75.83,0.00,29.95
TUL,2026-01-07 08:53,-95.8881,36.1984,206.00,40.00,33.00,75.83,3.00,29.95
TUL,2026-01-07 09:53,-95.8881,36.1984,206.00,37.00,32.00,81.92,0.00,29.94
TUL,2026-01-07 10:53,-95.8881,36.1984,206.00,39.00,33.00,78.84,0.00,29.94
TUL,2026-01-07 11:53,-95.8881,36.1984,206.00,37.00,31.00,78.67,3.00,29.93
TUL,2026-01-07 12:53,-95.8881,36.1984,206.00,39.00,32.00,75.73,3.00,29.93
TUL,2026-01-07 13:53,-95.8881,36.1984,206.00,39.00,32.00,75.73,0.00,29.93
TUL,2026-01-07 14:53,-95.8881,36.1984,206.00,42.00,35.00,76.02,3.00,29.93
TUL,2026-01-07 15:53,-95.8881,36.1984,206.00,51.00,37.00,58.57,5.00,29.94
TUL,2026-01-07 16:53,-95.8881,36.1984,206.00,56.00,38.00,50.72,4.00,29.92
TUL,2026-01-07 17:53,-95.8881,36.1984,206.00,60.00,38.00,43.94,11.00,29.89
TUL,2026-01-07 18:53,-95.8881,36.1984,206.00,65.00,39.00,38.32,12.00,29.86
TUL,2026-01-07 19:53,-95.8881,36.1984,206.00,68.00,39.00,34.54,10.00,29.81
TUL,2026-01-07 20:53,-95.8881,36.1984,206.00,68.00,39.00,34.54,14.00,29.80
TUL,2026-01-07 21:53,-95.8881,36.1984,206.00,69.00,40.00,34.70,14.00,29.78
TUL,2026-01-07 22:53,-95.8881,36.1984,206.00,67.00,40.00,37.17,10.00,29.77
TUL,2026-01-07 23:53,-95.8881,36.1984,206.00,64.00,40.00,41.26,8.00,29.76
TUL,2026-01-08 00:53,-95.8881,36.1984,206.00,61.00,42.00,49.55,7.00,29.77
TUL,2026-01-08 01:53,-95.8881,36.1984,206.00,62.00,41.00,46.01,8.00,29.76
TUL,2026-01-08 02:53,-95.8881,36.1984,206.00,61.00,41.00,47.67,6.00,29.77
TUL,2026-01-08 03:53,-95.8881,36.1984,206.00,61.00,42.00,49.55,9.00,29.75
TUL,2026-01-08 04:53,-95.8881,36.1984,206.00,60.00,42.00,51.34,9.00,29.73
TUL,2026-01-08 05:53,-95.8881,36.1984,206.00,60.00,43.00,53.35,5.00,29.73
TUL,2026-01-08 06:53,-95.8881,36.1984,206.00,58.00,45.00,61.85,8.00,29.70
TUL,2026-01-08 07:53,-95.8881,36.1984,206.00,63.00,50.00,62.51,15.00,29.68
TUL,2026-01-08 08:53,-95.8881,36.1984,206.00,62.00,52.00,69.72,14.00,29.69
TUL,2026-01-08 09:53,-95.8881,36.1984,206.00,61.00,55.00,80.62,12.00,29.65
TUL,2026-01-08 10:53,-95.8881,36.1984,206.00,62.00,58.00,86.73,15.00,29.62
TUL,2026-01-08 11:53,-95.8881,36.1984,206.00,63.00,60.00,89.94,13.00,29.60
TUL,2026-01-08 12:53,-95.8881,36.1984,206.00,64.00,60.00,86.84,13.00,29.56
TUL,2026-01-08 13:53,-95.8881,36.1984,206.00,65.00,61.00,86.89,15.00,29.52
TUL,2026-01-08 14:53,-95.8881,36.1984,206.00,66.00,61.00,83.93,20.00,29.53
TUL,2026-01-08 15:53,-95.8881,36.1984,206.00,63.00,61.00,93.19,9.00,29.54
TUL,2026-01-08 16:53,-95.8881,36.1984,206.00,65.00,57.00,75.32,12.00,29.53
TUL,2026-01-08 17:53,-95.8881,36.1984,206.00,67.00,56.00,67.78,16.00,29.50
TUL,2026-01-08 18:53,-95.8881,36.1984,206.00,69.00,52.00,54.67,16.00,29.47
TUL,2026-01-08 19:53,-95.8881,36.1984,206.00,70.00,50.00,49.06,14.00,29.45
TUL,2026-01-08 20:53,-95.8881,36.1984,206.00,72.00,50.00,45.84,9.00,29.45
TUL,2026-01-08 21:53,-95.8881,36.1984,206.00,72.00,48.00,42.54,18.00,29.48
TUL,2026-01-08 22:53,-95.8881,36.1984,206.00,71.00,45.00,39.29,18.00,29.52
TUL,2026-01-08 23:53,-95.8881,36.1984,206.00,69.00,45.00,42.06,8.00,29.56
TUL,2026-01-09 00:53,-95.8881,36.1984,206.00,67.00,44.00,43.37,7.00,29.60
TUL,2026-01-09 01:53,-95.8881,36.1984,206.00,56.00,44.00,63.99,22.00,29.70
TUL,2026-01-09 02:53,-95.8881,36.1984,206.00,51.00,43.00,73.96,12.00,29.76
TUL,2026-01-09 03:53,-95.8881,36.1984,206.00,50.00,42.00,73.86,14.00,29.81
TUL,2026-01-09 04:53,-95.8881,36.1984,206.00,47.00,40.00,76.49,6.00,29.85
TUL,2026-01-09 05:53,-95.8881,36.1984,206.00,48.00,40.00,73.66,10.00,29.87
TUL,2026-01-09 06:53,-95.8881,36.1984,206.00,45.00,38.00,76.30,6.00,29.89
TUL,2026-01-09 07:53,-95.8881,36.1984,206.00,43.00,37.00,79.18,5.00,29.91
TUL,2026-01-09 08:53,-95.8881,36.1984,206.00,43.00,37.00,79.18,0.00,29.94
TUL,2026-01-09 09:53,-95.8881,36.1984,206.00,41.00,37.00,85.53,5.00,29.96
TUL,2026-01-09 10:53,-95.8881,36.1984,206.00,40.00,36.00,85.47,3.00,29.97
TUL,2026-01-09 11:53,-95.8881,36.1984,206.00,38.00,35.00,88.82,4.00,30.00
TUL,2026-01-09 12:53,-95.8881,36.1984,206.00,38.00,36.00,92.42,5.00,30.02
TUL,2026-01-09 13:53,-95.8881,36.1984,206.00,40.00,37.00,88.91,3.00,30.04
TUL,2026-01-09 14:53,-95.8881,36.1984,206.00,43.00,38.00,82.36,4.00,30.06
TUL,2026-01-09 15:53,-95.8881,36.1984,206.00,46.00,39.00,76.39,8.00,30.08
TUL,2026-01-09 16:53,-95.8881,36.1984,206.00,48.00,39.00,70.85,10.00,30.08
TUL,2026-01-09 17:53,-95.8881,36.1984,206.00,50.00,40.00,68.36,7.00,30.07
TUL,2026-01-09 18:53,-95.8881,36.1984,206.00,51.00,40.00,65.87,5.00,30.05
TUL,2026-01-09 19:53,-95.8881,36.1984,206.00,54.00,40.00,58.99,4.00,30.02
TUL,2026-01-09 20:53,-95.8881,36.1984,206.00,55.00,40.00,56.87,4.00,30.00
TUL,2026-01-09 21:53,-95.8881,36.1984,206.00,56.00,41.00,57.02,4.00,30.01
TUL,2026-01-09 22:53,-95.8881,36.1984,206.00,54.00,41.00,61.32,6.00,30.01
TUL,2026-01-09 23:53,-95.8881,36.1984,206.00,52.00,41.00,65.99,9.00,30.03
TUL,2026-01-10 00:53,-95.8881,36.1984,206.00,50.00,41.00,71.06,14.00,30.08
TUL,2026-01-10 01:53,-95.8881,36.1984,206.00,48.00,40.00,73.66,11.00,30.12
TUL,2026-01-10 02:53,-95.8881,36.1984,206.00,46.00,39.00,76.39,10.00,30.13
TUL,2026-01-10 03:53,-95.8881,36.1984,206.00,45.00,39.00,79.35,8.00,30.13
TUL,2026-01-10 04:53,-95.8881,36.1984,206.00,44.00,39.00,82.43,7.00,30.15
TUL,2026-01-10 05:53,-95.8881,36.1984,206.00,41.00,38.00,88.96,8.00,30.16
TUL,2026-01-10 06:53,-95.8881,36.1984,206.00,43.00,38.00,82.36,11.00,30.18
TUL,2026-01-10 07:53,-95.8881,36.1984,206.00,42.00,35.00,76.02,18.00,30.21
TUL,2026-01-10 08:53,-95.8881,36.1984,206.00,41.00,34.00,75.92,18.00,30.25
TUL,2026-01-10 09:53,-95.8881,36.1984,206.00,40.00,33.00,75.83,16.00,30.26
TUL,2026-01-10 10:53,-95.8881,36.1984,206.00,40.00,31.00,69.95,15.00,30.28
TUL,2026-01-10 11:53,-95.8881,36.1984,206.00,38.00,30.00,72.62,12.00,30.29
TUL,2026-01-10 12:53,-95.8881,36.1984,206.00,36.00,30.00,78.58,11.00,30.33
TUL,2026-01-10 13:53,-95.8881,36.1984,206.00,35.00,29.00,78.50,8.00,30.36
TUL,2026-01-10 14:53,-95.8881,36.1984,206.00,38.00,30.00,72.62,12.00,30.38
TUL,2026-01-10 15:53,-95.8881,36.1984,206.00,40.00,30.00,67.16,13.00,30.40
TUL,2026-01-10 16:53,-95.8881,36.1984,206.00,44.00,29.00,55.26,12.00,30.41
TUL,2026-01-10 17:53,-95.8881,36.1984,206.00,48.00,22.00,35.50,14.00,30.40
TUL,2026-01-10 18:53,-95.8881,36.1984,206.00,50.00,15.00,24.39,17.00,30.38
TUL,2026-01-10 19:53,-95.8881,36.1984,206.00,51.00,13.00,21.53,16.00,30.37
TUL,2026-01-10 20:53,-95.8881,36.1984,206.00,52.00,16.00,23.66,12.00,30.37
TUL,2026-01-10 21:53,-95.8881,36.1984,206.00,52.00,16.00,23.66,11.00,30.37
TUL,2026-01-10 22:53,-95.8881,36.1984,206.00,50.00,19.00,29.00,11.00,30.38
TUL,2026-01-10 23:53,-95.8881,36.1984,206.00,46.00,19.00,33.69,7.00,30.37
TUL,2026-01-11 00:53,-95.8881,36.1984,206.00,43.00,20.00,39.43,7.00,30.38
TUL,2026-01-11 01:53,-95.8881,36.1984,206.00,41.00,21.00,44.44,9.00,30.38
TUL,2026-01-11 02:53,-95.8881,36.1984,206.00,45.00,21.00,38.11,10.00,30.39
TUL,2026-01-11 03:53,-95.8881,36.1984,206.00,43.00,22.00,42.92,8.00,30.39
TUL,2026-01-11 04:53,-95.8881,36.1984,206.00,44.00,22.00,41.31,10.00,30.39
TUL,2026-01-11 05:53,-95.8881,36.1984,206.00,43.00,21.00,41.14,10.00,30.38
TUL,2026-01-11 06:53,-95.8881,36.1984,206.00,41.00,22.00,46.36,12.00,30.41
TUL,2026-01-11 07:53,-95.8881,36.1984,206.00,37.00,24.00,58.96,8.00,30.43
TUL,2026-01-11 08:53,-95.8881,36.1984,206.00,34.00,25.00,69.26,7.00,30.46
TUL,2026-01-11 09:53,-95.8881,36.1984,206.00,34.00,26.00,72.20,8.00,30.49
TUL,2026-01-11 10:53,-95.8881,36.1984,206.00,30.00,24.00,78.06,6.00,30.50
TUL,2026-01-11 11:53,-95.8881,36.1984,206.00,30.00,25.00,81.39,6.00,30.54
TUL,2026-01-11 12:53,-95.8881,36.1984,206.00,30.00,24.00,78.06,7.00,30.57
TUL,2026-01-11 13:53,-95.8881,36.1984,206.00,30.00,22.00,71.76,3.00,30.59
TUL,2026-01-11 14:53,-95.8881,36.1984,206.00,33.00,24.00,69.14,5.00,30.61
TUL,2026-01-11 15:53,-95.8881,36.1984,206.00,36.00,19.00,49.63,7.00,30.64
TUL,2026-01-11 16:53,-95.8881,36.1984,206.00,39.00,17.00,40.47,6.00,30.65
TUL,2026-01-11 17:53,-95.8881,36.1984,206.00,40.00,14.00,34.15,0.00,30.64
TUL,2026-01-11 18:53,-95.8881,36.1984,206.00,42.00,9.00,25.31,0.00,30.60
TUL,2026-01-11 19:53,-95.8881,36.1984,206.00,43.00,10.00,25.47,4.00,30.57
TUL,2026-01-11 20:53,-95.8881,36.1984,206.00,45.00,10.00,23.60,0.00,30.56
TUL,2026-01-11 21:53,-95.8881,36.1984,206.00,46.00,10.00,22.72,0.00,30.55
TUL,2026-01-11 22:53,-95.8881,36.1984,206.00,45.00,11.00,24.68,0.00,30.54
TUL,2026-01-11 23:53,-95.8881,36.1984,206.00,43.00,10.00,25.47,0.00,30.54
TUL,2026-01-12 00:53,-95.8881,36.1984,206.00,37.00,15.00,40.13,4.00,30.53
TUL,2026-01-12 01:53,-95.8881,36.1984,206.00,38.00,17.00,42.08,4.00,30.52
TUL,2026-01-12 02:53,-95.8881,36.1984,206.00,39.00,16.00,38.75,7.00,30.50
TUL,2026-01-12 03:53,-95.8881,36.1984,206.00,35.00,17.00,47.38,6.00,30.49
TUL,2026-01-12 04:53,-95.8881,36.1984,206.00,37.00,13.00,36.75,6.00,30.47
TUL,2026-01-12 05:53,-95.8881,36.1984,206.00,38.00,11.00,32.34,8.00,30.45
TUL,2026-01-12 08:53,-95.8881,36.1984,206.00,36.00,15.00,41.74,5.00,30.41
TUL,2026-01-12 09:53,-95.8881,36.1984,206.00,33.00,17.00,51.32,3.00,30.41
TUL,2026-01-12 10:53,-95.8881,36.1984,206.00,32.00,18.00,55.79,6.00,30.40
TUL,2026-01-12 11:53,-95.8881,36.1984,206.00,35.00,19.00,51.64,7.00,30.38
TUL,2026-01-12 12:53,-95.8881,36.1984,206.00,35.00,20.00,53.90,5.00,30.38
TUL,2026-01-12 13:53,-95.8881,36.1984,206.00,35.00,21.00,56.24,6.00,30.38
TUL,2026-01-12 14:53,-95.8881,36.1984,206.00,40.00,24.00,52.43,6.00,30.38
TUL,2026-01-12 15:53,-95.8881,36.1984,206.00,45.00,25.00,45.10,9.00,30.37
TUL,2026-01-12 16:53,-95.8881,36.1984,206.00,50.00,27.00,40.60,11.00,30.35
TUL,2026-01-12 17:53,-95.8881,36.1984,206.00,55.00,28.00,35.20,8.00,30.32
TUL,2026-01-12 18:53,-95.8881,36.1984,206.00,59.00,29.00,31.75,9.00,30.27
TUL,2026-01-12 19:53,-95.8881,36.1984,206.00,63.00,27.00,25.38,11.00,30.24
TUL,2026-01-12 20:53,-95.8881,36.1984,206.00,66.00,27.00,22.85,8.00,30.23
